step,action9,z1_action9,target_gripper,actual_gripper,gripper_error_rad,ik_source,last_error
289,-1.5693360567092896,-1.5693359375,-1.569336,-0.8098,-0.7595359086990356,local,
290,-1.5703120231628418,-1.5703125,-1.570312,-0.823063,-0.7472494840621948,soft,soft_ik:p=0.0003;r=8.5;n=10;trajectory_extended:0.4277s
291,-1.5703120231628418,-1.5703125,-1.570312,-0.823063,-0.7472494840621948,soft,
292,-1.5722659826278687,-1.572265625,-1.572266,-0.823063,-0.7492026090621948,soft,
293,-1.5722659826278687,-1.572265625,-1.572266,-0.832916,-0.7393496036529541,soft,soft_ik:p=0.0002;r=6.0;n=10;trajectory_extended:0.3561s
294,-1.5722659826278687,-1.572265625,-1.572266,-0.832916,-0.7393496036529541,soft,soft_ik:p=0.0002;r=6.0;n=10;trajectory_extended:0.3561s
295,-1.5712889432907104,-1.5712890625,-1.571289,-0.834969,-0.7363200783729553,soft,
296,-1.5712889432907104,-1.5712890625,-1.571289,-0.834969,-0.7363200783729553,soft,
297,-1.5712889432907104,-1.5712890625,-1.571289,-0.834969,-0.7363200783729553,soft,
298,-1.5712889432907104,-1.5712890625,-1.571289,-0.847082,-0.7242070436477661,soft,
299,-1.5703120231628418,-1.5703125,-1.570312,-0.852622,-0.7176905274391174,soft,soft_ik:p=0.0349;r=4.7;n=10;trajectory_extended:0.3412s
300,-1.5703120231628418,-1.5703125,-1.570312,-0.852622,-0.7176905274391174,soft,soft_ik:p=0.0349;r=4.7;n=10;trajectory_extended:0.3412s
301,-1.5703120231628418,-1.5703125,-1.570312,-0.856911,-0.7134014964103699,soft,
302,-1.5703120231628418,-1.5703125,-1.570312,-0.856911,-0.7134014964103699,soft,
303,-1.5693360567092896,-1.5693359375,-1.569336,-0.856911,-0.7124249339103699,soft,
304,-1.5693360567092896,-1.5693359375,-1.569336,-0.864339,-0.7049969434738159,soft,
305,-1.5693360567092896,-1.5693359375,-1.569336,-0.870044,-0.6992919445037842,soft,soft_ik:p=0.0027;r=6.4;n=3;trajectory_extended:0.0984s
306,-1.5693360567092896,-1.5693359375,-1.569336,-0.870044,-0.6992919445037842,soft,
307,-1.5683590173721313,-1.568359375,-1.568359,-0.876865,-0.691494345664978,soft,
308,-1.5683590173721313,-1.568359375,-1.568359,-0.876865,-0.691494345664978,soft,
309,-1.5683590173721313,-1.568359375,-1.568359,-0.879708,-0.6886513829231262,hold:soft,
310,-1.5644530057907104,-1.564453125,-1.564453,-0.879708,-0.6847451329231262,hold:soft,
311,-1.5644530057907104,-1.564453125,-1.564453,-0.899155,-0.6652981042861938,hold:soft,
312,-1.5644530057907104,-1.564453125,-1.564453,-0.899155,-0.6652981042861938,hold:soft,
313,-1.5634759664535522,-1.5634765625,-1.563477,-0.913108,-0.6503685712814331,,
314,-1.5634759664535522,-1.5634765625,-1.563477,-0.913108,-0.6503685712814331,,ik_failed:local_failed;global_failed;soft_failed:p=0.0648;r=4.7
315,-1.5634759664535522,-1.5634765625,-1.563477,-0.920377,-0.6430995464324951,,
316,-1.5644530057907104,-1.564453125,-1.564453,-0.920377,-0.6440761089324951,,
317,-1.5644530057907104,-1.564453125,-1.564453,-0.969387,-0.5950661301612854,hold:soft,
318,-1.5644530057907104,-1.564453125,-1.564453,-0.969387,-0.5950661301612854,hold:soft,
319,-1.5634759664535522,-1.5634765625,-1.563477,-0.9814,-0.5820765495300293,,ik_failed:local_failed;global_failed;soft_failed:p=0.0646;r=5.5
320,-1.5625,-1.5625,-1.5625,-0.9814,-0.5810999870300293,,
321,-1.5634759664535522,-1.5634765625,-1.563477,-0.986957,-0.5765195488929749,soft,soft_ik:p=0.0325;r=10.1;n=10;trajectory_extended:0.3349s
322,-1.5683590173721313,-1.568359375,-1.568359,-0.998232,-0.5701273679733276,hold:soft,
323,-1.5683590173721313,-1.568359375,-1.568359,-1.04785,-0.5205093622207642,hold:soft,
324,-1.5683590173721313,-1.568359375,-1.568359,-1.04785,-0.5205093622207642,hold:soft,
325,-1.5683590173721313,-1.568359375,-1.568359,-1.04785,-0.5205093622207642,hold:soft,
326,-1.5683590173721313,-1.568359375,-1.568359,-1.055621,-0.5127383470535278,hold:soft,
327,-1.5693360567092896,-1.5693359375,-1.569336,-1.06106,-0.5082759857177734,soft,
328,-1.5693360567092896,-1.5693359375,-1.569336,-1.06106,-0.5082759857177734,soft,
329,-1.5703120231628418,-1.5703125,-1.570312,-1.06106,-0.5092525482177734,soft,soft_ik:p=0.0006;r=11.9;n=10;trajectory_extended:0.3829s
330,-1.5703120231628418,-1.5703125,-1.570312,-1.061733,-0.5085794925689697,soft,
331,-1.5703120231628418,-1.5703125,-1.570312,-1.073757,-0.4965554475784302,global,
332,-1.5703120231628418,-1.5703125,-1.570312,-1.073757,-0.4965554475784302,global,
333,-1.5693360567092896,-1.5693359375,-1.569336,-1.073757,-0.4955788850784302,global,
334,-1.5703120231628418,-1.5703125,-1.570312,-1.074524,-0.49578845500946045,global,
335,-1.5693360567092896,-1.5693359375,-1.569336,-1.074524,-0.49481189250946045,global,
336,-1.5683590173721313,-1.568359375,-1.568359,-1.087551,-0.4808083772659302,hold:global,
337,-1.566406011581421,-1.56640625,-1.566406,-1.093622,-0.47278428077697754,local,
338,-1.567383050918579,-1.5673828125,-1.567383,-1.093622,-0.47376084327697754,local,
339,-1.5625,-1.5625,-1.5625,-1.100914,-0.46158599853515625,local,
340,-1.5703120231628418,-1.5703125,-1.570312,-1.107971,-0.4623415470123291,local,trajectory_extended:0.3855s
341,-1.5712889432907104,-1.5712890625,-1.571289,-1.139417,-0.43187201023101807,hold:local,
342,-1.5703120231628418,-1.5703125,-1.570312,-1.153176,-0.417136549949646,hold:local,
343,-1.5703120231628418,-1.5703125,-1.570312,-1.153176,-0.417136549949646,hold:local,
344,-1.5693360567092896,-1.5693359375,-1.569336,-1.158398,-0.4109379053115845,local,
345,-1.5644530057907104,-1.564453125,-1.564453,-1.171525,-0.3929281234741211,local,
346,-1.551758050918579,-1.5517578125,-1.551758,-1.175903,-0.37585484981536865,hold:local,
347,-1.5380860567092896,-1.5380859375,-1.538086,-1.184794,-0.35329198837280273,hold:local,
348,-1.536133050918579,-1.5361328125,-1.536133,-1.190068,-0.34606480598449707,hold:local,
349,-1.5253909826278687,-1.525390625,-1.525391,-1.195154,-0.33023667335510254,hold:local,
350,-1.5234379768371582,-1.5234375,-1.523438,-1.203479,-0.3199584484100342,local,
351,-1.5234379768371582,-1.5234375,-1.523438,-1.203479,-0.3199584484100342,local,
352,-1.4931639432907104,-1.4931640625,-1.493164,-1.203479,-0.2896850109100342,local,
353,-1.4912110567092896,-1.4912109375,-1.491211,-1.203479,-0.2877318859100342,local,trajectory_extended:0.4811s
354,-1.4912110567092896,-1.4912109375,-1.491211,-1.22237,-0.2688409090042114,hold:local,
355,-1.4775389432907104,-1.4775390625,-1.477539,-1.22237,-0.2551690340042114,hold:local,
356,-1.4824219942092896,-1.482421875,-1.482422,-1.22237,-0.2600518465042114,hold:local,
357,-1.479491949081421,-1.4794921875,-1.479492,-1.22237,-0.2571221590042114,hold:local,
358,-1.5693360567092896,-1.5693359375,-1.569336,-1.228294,-0.3410419225692749,local,
359,-1.5683590173721313,-1.568359375,-1.568359,-1.239663,-0.3286963701248169,local,
360,-1.566406011581421,-1.56640625,-1.566406,-1.239663,-0.3267432451248169,local,
361,-1.566406011581421,-1.56640625,-1.566406,-1.244218,-0.32218825817108154,local,
362,-1.567383050918579,-1.5673828125,-1.567383,-1.249475,-0.31790781021118164,hold:local,
363,-1.566406011581421,-1.56640625,-1.566406,-1.249475,-0.31693124771118164,hold:local,
364,-1.5683590173721313,-1.568359375,-1.568359,-1.255888,-0.3124713897705078,local,
365,-1.5683590173721313,-1.568359375,-1.568359,-1.269192,-0.2991673946380615,local,trajectory_extended:0.1053s
366,-1.5683590173721313,-1.568359375,-1.568359,-1.277163,-0.291196346282959,local,
367,-1.5683590173721313,-1.568359375,-1.568359,-1.278549,-0.2898104190826416,local,trajectory_extended:0.1877s
368,-1.5683590173721313,-1.568359375,-1.568359,-1.278549,-0.2898104190826416,local,trajectory_extended:0.1877s
369,-1.5683590173721313,-1.568359375,-1.568359,-1.280774,-0.28758537769317627,local,
370,-0.6289060115814209,-0.62890625,-0.628906,-1.280774,0.6518677473068237,local,
371,-0.6040040254592896,-0.60400390625,-0.604004,-1.292137,0.6881331205368042,local,
372,-0.5766599774360657,-0.57666015625,-0.57666,-1.292137,0.7154768705368042,local,
373,-0.5424799919128418,-0.54248046875,-0.54248,-1.29894,0.7564594745635986,local,trajectory_extended:0.4580s
374,-0.5415040254592896,-0.54150390625,-0.541504,-1.303016,0.761512041091919,hold:local,
375,-0.5341799855232239,-0.5341796875,-0.53418,-1.303016,0.768836259841919,hold:local,
376,-0.7797849774360657,-0.77978515625,-0.779785,-1.30832,0.5285348892211914,local,
377,-0.7734379768371582,-0.7734375,-0.773438,-1.30832,0.5348825454711914,local,
378,-0.7368159890174866,-0.73681640625,-0.736816,-1.30832,0.5715036392211914,local,
379,-0.6904299855232239,-0.6904296875,-0.69043,-1.314126,0.6236963272094727,local,
380,-0.6948239803314209,-0.69482421875,-0.694824,-1.319147,0.624322772026062,local,
381,-0.6806640028953552,-0.6806640625,-0.680664,-1.319147,0.638482928276062,local,
382,-0.8964840173721313,-0.896484375,-0.896484,-1.319147,0.422662615776062,local,
383,-0.8920900225639343,-0.89208984375,-0.89209,-1.319147,0.427057147026062,local,
384,-0.8686519861221313,-0.86865234375,-0.868652,-1.321648,0.4529956579208374,local,
385,-0.8432620167732239,-0.84326171875,-0.843262,-1.321648,0.4783862829208374,local,
386,-0.8291019797325134,-0.8291015625,-0.829102,-1.333672,0.504570484161377,local,
387,-0.8232420086860657,-0.8232421875,-0.823242,-1.33379,0.5105477571487427,local,trajectory_extended:0.1980s
388,-1.083008050918579,-1.0830078125,-1.083008,-1.340988,0.25798022747039795,hold:local,
389,-1.082031011581421,-1.08203125,-1.082031,-1.346033,0.264001727104187,hold:local,
390,-1.0449219942092896,-1.044921875,-1.044922,-1.346033,0.301111102104187,local,
391,-0.9746090173721313,-0.974609375,-0.974609,-1.346033,0.371423602104187,local,
392,-0.9599609971046448,-0.9599609375,-0.959961,-1.346033,0.386072039604187,local,
393,-0.9389650225639343,-0.93896484375,-0.938965,-1.360736,0.42177116870880127,local,
394,-1.4541020393371582,-1.4541015625,-1.454102,-1.360736,-0.09336555004119873,local,
395,-1.449218988418579,-1.44921875,-1.449219,-1.364086,-0.08513271808624268,local,
396,-1.4130860567092896,-1.4130859375,-1.413086,-1.364086,-0.048999905586242676,local,
397,-1.3574219942092896,-1.357421875,-1.357422,-1.364086,0.006664156913757324,local,
398,-1.3300780057907104,-1.330078125,-1.330078,-1.368529,0.03845083713531494,local,
399,-1.291991949081421,-1.2919921875,-1.291992,-1.373226,0.08123385906219482,local,
400,-1.1083979606628418,-1.1083984375,-1.108398,-1.378294,0.2698955535888672,local,
401,-1.09375,-1.09375,-1.09375,-1.378294,0.2845439910888672,local,
402,-1.0722659826278687,-1.072265625,-1.072266,-1.382577,0.31031131744384766,local,
403,-1.046875,-1.046875,-1.046875,-1.382577,0.33570194244384766,local,
404,-1.0253909826278687,-1.025390625,-1.025391,-1.382577,0.35718631744384766,local,
405,-1.0068360567092896,-1.0068359375,-1.006836,-1.386329,0.3794931173324585,local,
406,-1.328125,-1.328125,-1.328125,-1.386329,0.058204054832458496,local,
407,-1.2958979606628418,-1.2958984375,-1.295898,-1.386329,0.0904306173324585,local,
408,-1.2734379768371582,-1.2734375,-1.273438,-1.390105,0.11666750907897949,local,
409,-1.2011719942092896,-1.201171875,-1.201172,-1.390105,0.1889331340789795,local,
410,-1.1796879768371582,-1.1796875,-1.179688,-1.390105,0.2104175090789795,local,
411,-1.140625,-1.140625,-1.140625,-1.390105,0.2494800090789795,local,
412,-1.3974610567092896,-1.3974609375,-1.397461,-1.391232,-0.006228923797607422,local,
413,-1.3691409826278687,-1.369140625,-1.369141,-1.391232,0.022091388702392578,local,
414,-1.359375,-1.359375,-1.359375,-1.391285,0.031909942626953125,local,trajectory_extended:0.1895s
415,-1.316406011581421,-1.31640625,-1.316406,-1.392554,0.07614779472351074,local,
416,-1.2822259664535522,-1.2822265625,-1.282227,-1.392554,0.11032748222351074,local,
417,-1.2578120231628418,-1.2578125,-1.257812,-1.392554,0.13474154472351074,local,
418,-1.042968988418579,-1.04296875,-1.042969,-1.392554,0.34958529472351074,local,
419,-1.0380860567092896,-1.0380859375,-1.038086,-1.392554,0.35446810722351074,local,
420,-1.019531011581421,-1.01953125,-1.019531,-1.392554,0.37302279472351074,local,
421,-0.9736329913139343,-0.9736328125,-0.973633,-1.39499,0.4213571548461914,local,
422,-0.9355469942092896,-0.935546875,-0.935547,-1.396035,0.46048808097839355,hold:local,
423,-0.9296879768371582,-0.9296875,-0.929688,-1.400814,0.4711265563964844,local,
424,-0.9921879768371582,-0.9921875,-0.992188,-1.405652,0.4134645462036133,hold:local,
425,-0.9799799919128418,-0.97998046875,-0.97998,-1.405652,0.4256715774536133,hold:local,
426,-0.9599609971046448,-0.9599609375,-0.959961,-1.405923,0.4459620714187622,local,
427,-0.9160159826278687,-0.916015625,-0.916016,-1.413752,0.4977363348007202,hold:local,
428,-0.8867189884185791,-0.88671875,-0.886719,-1.413752,0.5270332098007202,hold:local,
429,-0.8691409826278687,-0.869140625,-0.869141,-1.418053,0.5489124059677124,hold:local,
430,-1.1962889432907104,-1.1962890625,-1.196289,-1.426897,0.2306079864501953,local,
431,-1.166991949081421,-1.1669921875,-1.166992,-1.426897,0.2599048614501953,hold:local,
432,-1.1318360567092896,-1.1318359375,-1.131836,-1.361809,0.22997307777404785,local,
433,-1.0595699548721313,-1.0595703125,-1.05957,-1.360452,0.3008817434310913,local,
434,-1.058593988418579,-1.05859375,-1.058594,-1.360452,0.3018583059310913,local,
435,-1.0136719942092896,-1.013671875,-1.013672,-1.35903,0.34535813331604004,local,trajectory_extended:0.2873s
436,-0.8442379832267761,-0.84423828125,-0.844238,-1.35903,0.51479172706604,local,trajectory_extended:0.2873s
437,-0.8427730202674866,-0.8427734375,-0.842773,-1.35903,0.51625657081604,local,
438,-0.8530269861221313,-0.85302734375,-0.853027,-1.35903,0.50600266456604,local,
439,-0.7998049855232239,-0.7998046875,-0.799805,-1.356724,0.5569193363189697,local,
440,-0.8193359971046448,-0.8193359375,-0.819336,-1.353779,0.5344430208206177,local,
441,-0.8066409826278687,-0.806640625,-0.806641,-1.353779,0.5471383333206177,local,
442,-1.1708979606628418,-1.1708984375,-1.170898,-1.35198,0.18108153343200684,local,
443,-1.1738280057907104,-1.173828125,-1.173828,-1.350004,0.17617583274841309,local,trajectory_extended:0.3384s
444,-1.1230469942092896,-1.123046875,-1.123047,-1.349962,0.2269151210784912,local,trajectory_extended:0.3806s
445,-0.9936519861221313,-0.99365234375,-0.993652,-1.349939,0.3562866449356079,local,trajectory_extended:0.4421s
446,-0.9570310115814209,-0.95703125,-0.957031,-1.349738,0.3927067518234253,local,
447,-0.8803709745407104,-0.88037109375,-0.880371,-1.348682,0.4683109521865845,local,
448,-1.449218988418579,-1.44921875,-1.449219,-1.348682,-0.10053670406341553,local,
449,-1.4375,-1.4375,-1.4375,-1.348682,-0.08881795406341553,local,
450,-1.4208979606628418,-1.4208984375,-1.420898,-1.345974,-0.07492446899414062,local,
451,-1.379883050918579,-1.3798828125,-1.379883,-1.343584,-0.03629887104034424,local,
452,-1.3505860567092896,-1.3505859375,-1.350586,-1.340452,-0.010133981704711914,local,trajectory_extended:0.2556s
453,-1.316406011581421,-1.31640625,-1.316406,-1.33828,0.02187371253967285,local,trajectory_extended:0.2013s
454,-1.0859379768371582,-1.0859375,-1.085938,-1.33828,0.25234246253967285,local,trajectory_extended:0.2013s
455,-1.0722659826278687,-1.072265625,-1.072266,-1.335879,0.26361334323883057,local,
456,-1.042968988418579,-1.04296875,-1.042969,-1.335879,0.29291021823883057,local,
457,-1.0029300451278687,-1.0029296875,-1.00293,-1.333968,0.33103835582733154,local,trajectory_extended:0.2872s
458,-0.9873049855232239,-0.9873046875,-0.987305,-1.330634,0.3433293104171753,local,
459,-0.9594730138778687,-0.95947265625,-0.959473,-1.326817,0.36734437942504883,local,
460,-0.8867189884185791,-0.88671875,-0.886719,-1.326817,0.44009828567504883,local,
461,-0.9052730202674866,-0.9052734375,-0.905273,-1.324469,0.4191955327987671,local,
462,-0.8535159826278687,-0.853515625,-0.853516,-1.324469,0.4709533452987671,local,
463,-0.7402340173721313,-0.740234375,-0.740234,-1.319837,0.5796025991439819,local,
464,-0.7333980202674866,-0.7333984375,-0.733398,-1.319837,0.5864385366439819,local,
465,-0.6875,-0.6875,-0.6875,-1.313872,0.6263719797134399,local,
466,-1.3154300451278687,-1.3154296875,-1.31543,-1.310716,-0.004713654518127441,local,trajectory_extended:0.3678s
467,-1.3134759664535522,-1.3134765625,-1.313477,-1.310716,-0.0027605295181274414,local,
468,-1.286133050918579,-1.2861328125,-1.286133,-1.307795,0.021662235260009766,local,
469,-1.2353520393371582,-1.2353515625,-1.235352,-1.305424,0.07007241249084473,local,
470,-1.213866949081421,-1.2138671875,-1.213867,-1.302043,0.08817577362060547,local,
471,-1.1796879768371582,-1.1796875,-1.179688,-1.301152,0.12146449089050293,local,
472,-1.2910159826278687,-1.291015625,-1.291016,-1.293311,0.002295374870300293,local,
473,-1.277343988418579,-1.27734375,-1.277344,-1.274396,-0.0029478073120117188,hold:local,
474,-1.2480469942092896,-1.248046875,-1.248047,-1.274396,0.02634906768798828,hold:local,
475,-1.182616949081421,-1.1826171875,-1.182617,-1.274396,0.09177875518798828,hold:local,
476,-1.1582030057907104,-1.158203125,-1.158203,-1.262142,0.10393881797790527,local,
477,-1.1064449548721313,-1.1064453125,-1.106445,-1.262142,0.15569663047790527,local,
478,-0.75,-0.75,-0.75,-1.259233,0.5092329978942871,hold:local,
479,-0.7402340173721313,-0.740234375,-0.740234,-1.256383,0.516148567199707,local,
480,-0.7133790254592896,-0.71337890625,-0.713379,-1.255062,0.5416830778121948,local,
481,-0.6689450144767761,-0.6689453125,-0.668945,-1.253852,0.5849066972732544,local,trajectory_extended:0.3795s
482,-0.6738280057907104,-0.673828125,-0.673828,-1.253852,0.5800238847732544,local,trajectory_extended:0.3936s
483,-0.6513670086860657,-0.6513671875,-0.651367,-1.253852,0.6024848222732544,local,trajectory_extended:0.3936s
484,-1.0078120231628418,-1.0078125,-1.007812,-1.252554,0.2447415590286255,local,
485,-1.035156011581421,-1.03515625,-1.035156,-1.252554,0.2173978090286255,local,
486,-0.9814450144767761,-0.9814453125,-0.981445,-1.24872,0.26727473735809326,local,trajectory_extended:0.3310s
487,-0.8618159890174866,-0.86181640625,-0.861816,-1.241244,0.37942755222320557,local,
488,-0.8417969942092896,-0.841796875,-0.841797,-1.241244,0.39944708347320557,local,
489,-0.7734379768371582,-0.7734375,-0.773438,-1.234099,0.46066153049468994,local,
490,-1.364258050918579,-1.3642578125,-1.364258,-1.228252,-0.13600575923919678,local,trajectory_extended:0.3552s
491,-1.3251949548721313,-1.3251953125,-1.325195,-1.228252,-0.09694325923919678,local,trajectory_extended:0.3019s
492,-1.328125,-1.328125,-1.328125,-1.22473,-0.10339498519897461,local,
493,-1.2958979606628418,-1.2958984375,-1.295898,-1.220152,-0.07574641704559326,local,
494,-1.2753909826278687,-1.275390625,-1.275391,-1.217149,-0.05824160575866699,local,
495,-1.2587889432907104,-1.2587890625,-1.258789,-1.216057,-0.0427321195602417,local,
496,-0.5605469942092896,-0.560546875,-0.560547,-1.216057,0.6555100679397583,local,trajectory_extended:0.4071s
497,-0.5566409826278687,-0.556640625,-0.556641,-1.214512,0.6578713655471802,local,
498,-0.5644530057907104,-0.564453125,-0.564453,-1.214329,0.6498758792877197,local,
499,-0.5415040254592896,-0.54150390625,-0.541504,-1.212299,0.6707950830459595,local,
500,-0.5405269861221313,-0.54052734375,-0.540527,-1.212299,0.6717716455459595,local,
501,-0.5302730202674866,-0.5302734375,-0.530273,-1.210954,0.680680513381958,local,trajectory_extended:0.4738s
502,-1.0761719942092896,-1.076171875,-1.076172,-1.207963,0.1317911148071289,hold:local,
503,-1.0537110567092896,-1.0537109375,-1.053711,-1.206452,0.15274107456207275,hold:local,
504,-1.0390620231628418,-1.0390625,-1.039062,-1.206452,0.16738951206207275,hold:local,
505,-0.984375,-0.984375,-0.984375,-1.205927,0.2215520143508911,local,trajectory_extended:0.4855s
506,-0.9404299855232239,-0.9404296875,-0.94043,-1.205927,0.2654973268508911,local,trajectory_extended:0.4855s
507,-0.9228519797325134,-0.9228515625,-0.922852,-1.205402,0.2825504541397095,local,
508,-1.3066409826278687,-1.306640625,-1.306641,-1.205402,-0.10123860836029053,local,
509,-1.2675780057907104,-1.267578125,-1.267578,-1.202482,-0.06509613990783691,local,trajectory_extended:0.3614s
510,-1.234375,-1.234375,-1.234375,-1.195585,-0.038789987564086914,hold:local,
511,-1.1787110567092896,-1.1787109375,-1.178711,-1.195585,0.016874074935913086,local,
512,-1.152343988418579,-1.15234375,-1.152344,-1.191183,0.03883922100067139,local,
513,-1.089843988418579,-1.08984375,-1.089844,-1.187455,0.09761130809783936,local,
514,-0.8974609971046448,-0.8974609375,-0.897461,-1.179702,0.2822411060333252,local,
515,-0.8769530057907104,-0.876953125,-0.876953,-1.175189,0.2982358932495117,hold:local,
516,-0.8403319716453552,-0.84033203125,-0.840332,-1.175189,0.3348569869995117,local,
517,-0.8007810115814209,-0.80078125,-0.800781,-1.163477,0.36269569396972656,local,
518,-0.7939450144767761,-0.7939453125,-0.793945,-1.163477,0.36953163146972656,local,trajectory_extended:0.2559s
519,-0.7573239803314209,-0.75732421875,-0.757324,-1.15933,0.40200579166412354,local,trajectory_extended:0.2559s
520,-0.7753909826278687,-0.775390625,-0.775391,-1.151725,0.37633442878723145,hold:local,
521,-0.7695310115814209,-0.76953125,-0.769531,-1.15002,0.3804887533187866,local,
522,-0.75,-0.75,-0.75,-1.15002,0.4000200033187866,local,
523,-0.7197269797325134,-0.7197265625,-0.719727,-1.15002,0.4302934408187866,local,
524,-0.7104489803314209,-0.71044921875,-0.710449,-1.14684,0.43639075756073,local,trajectory_extended:0.3045s
525,-0.6987299919128418,-0.69873046875,-0.69873,-1.146067,0.4473365545272827,hold:local,
526,-1.198241949081421,-1.1982421875,-1.198242,-1.146067,-0.052175164222717285,hold:local,
527,-1.2265620231628418,-1.2265625,-1.226562,-1.146067,-0.08049547672271729,hold:local,
528,-1.1689449548721313,-1.1689453125,-1.168945,-1.145064,-0.02388131618499756,local,
529,-1.074218988418579,-1.07421875,-1.074219,-1.143895,0.06967628002166748,local,trajectory_extended:0.2716s
530,-1.057616949081421,-1.0576171875,-1.057617,-1.143895,0.08627784252166748,local,
531,-0.9970700144767761,-0.9970703125,-0.99707,-1.136308,0.139237642288208,local,trajectory_extended:0.3332s
532,-1.3886719942092896,-1.388671875,-1.388672,-1.128544,-0.2601279020309448,hold:local,
533,-1.386718988418579,-1.38671875,-1.386719,-1.123594,-0.2631247043609619,hold:local,
534,-1.3613280057907104,-1.361328125,-1.361328,-1.118378,-0.24295008182525635,local,
535,-1.3115240335464478,-1.3115234375,-1.311523,-1.118378,-0.19314539432525635,local,trajectory_extended:0.4798s
536,-1.2880860567092896,-1.2880859375,-1.288086,-1.11675,-0.17133593559265137,local,
537,-1.2646479606628418,-1.2646484375,-1.264648,-1.11118,-0.15346848964691162,local,
538,-1.1542969942092896,-1.154296875,-1.154297,-1.11118,-0.04311692714691162,local,
539,-1.135741949081421,-1.1357421875,-1.135742,-1.104838,-0.030904173851013184,local,trajectory_extended:0.1678s
540,-1.1308590173721313,-1.130859375,-1.130859,-1.100879,-0.02998042106628418,hold:local,
541,-1.0693360567092896,-1.0693359375,-1.069336,-1.100879,0.03154301643371582,hold:local,
542,-1.050781011581421,-1.05078125,-1.050781,-1.098572,0.0477907657623291,local,
543,-1.0166020393371582,-1.0166015625,-1.016602,-1.098366,0.08176445960998535,local,trajectory_extended:0.1286s
544,-0.453125,-0.453125,-0.453125,-1.119511,0.6663860082626343,local,
545,-0.4526369869709015,-0.45263671875,-0.452637,-1.138426,0.6857892274856567,hold:local,
546,-0.4575200080871582,-0.45751953125,-0.45752,-1.145441,0.6879215240478516,local,
547,-0.4365229904651642,-0.4365234375,-0.436523,-1.146185,0.709661602973938,local,
548,-0.43603500723838806,-0.43603515625,-0.436035,-1.146185,0.710149884223938,local,
549,-0.421875,-0.421875,-0.421875,-1.146185,0.724310040473938,local,trajectory_extended:0.4086s
550,-1.0029300451278687,-1.0029296875,-1.00293,-1.146196,0.14326632022857666,local,trajectory_extended:0.4012s
551,-1.011718988418579,-1.01171875,-1.011719,-1.145589,0.13387024402618408,local,trajectory_extended:0.3932s
552,-1.0078120231628418,-1.0078125,-1.007812,-1.144114,0.13630151748657227,hold:local,
553,-0.9838870167732239,-0.98388671875,-0.983887,-1.142379,0.1584923267364502,hold:local,
554,-0.9858400225639343,-0.98583984375,-0.98584,-1.140845,0.1550050973892212,local,
555,-0.9794920086860657,-0.9794921875,-0.979492,-1.138934,0.15944182872772217,local,
556,-1.3994139432907104,-1.3994140625,-1.399414,-1.136007,-0.2634071111679077,local,trajectory_extended:0.3253s
557,-1.394531011581421,-1.39453125,-1.394531,-1.133081,-0.26145029067993164,local,trajectory_extended:0.3708s
558,-1.3886719942092896,-1.388671875,-1.388672,-1.128196,-0.26047587394714355,hold:local,
559,-1.3662110567092896,-1.3662109375,-1.366211,-1.126042,-0.24016892910003662,local,
560,-1.3652340173721313,-1.365234375,-1.365234,-1.126042,-0.23919236660003662,local,
561,-1.3613280057907104,-1.361328125,-1.361328,-1.123653,-0.23767507076263428,local,
562,-0.8051760196685791,-0.80517578125,-0.805176,-1.123653,0.3184772729873657,local,
563,-0.8134769797325134,-0.8134765625,-0.813477,-1.123653,0.3101764917373657,local,trajectory_extended:0.3199s
564,-0.8183590173721313,-0.818359375,-0.818359,-1.119842,0.3014826774597168,local,trajectory_extended:0.2606s
565,-0.7905269861221313,-0.79052734375,-0.790527,-1.119411,0.32888364791870117,local,
566,-0.7915040254592896,-0.79150390625,-0.791504,-1.119328,0.32782411575317383,local,trajectory_extended:0.3496s
567,-0.7871090173721313,-0.787109375,-0.787109,-1.119393,0.332283616065979,local,
568,-0.9931640028953552,-0.9931640625,-0.993164,-1.119393,0.126228928565979,local,
569,-1.0,-1.0,-1.0,-1.119428,0.11942803859710693,hold:local,
570,-1.0009770393371582,-1.0009765625,-1.000977,-1.119458,0.11848139762878418,local,
571,-0.9873049855232239,-0.9873046875,-0.987305,-1.119458,0.13215327262878418,local,
572,-0.9892579913139343,-0.9892578125,-0.989258,-1.119458,0.13020014762878418,local,
573,-0.9897459745407104,-0.98974609375,-0.989746,-1.119458,0.12971186637878418,local,
574,-1.4199219942092896,-1.419921875,-1.419922,-1.119458,-0.3004639148712158,local,
575,-1.417968988418579,-1.41796875,-1.417969,-1.11813,-0.2998387813568115,local,
576,-1.4150389432907104,-1.4150390625,-1.415039,-1.11813,-0.2969090938568115,local,
577,-1.4072259664535522,-1.4072265625,-1.407227,-1.115694,-0.2915325164794922,local,
578,-1.401366949081421,-1.4013671875,-1.401367,-1.114254,-0.2871131896972656,local,
579,-1.402343988418579,-1.40234375,-1.402344,-1.113039,-0.2893047332763672,local,
580,-1.129883050918579,-1.1298828125,-1.129883,-1.113039,-0.016843795776367188,local,
581,-1.1328120231628418,-1.1328125,-1.132812,-1.108166,-0.024646520614624023,local,
582,-1.128906011581421,-1.12890625,-1.128906,-1.108166,-0.020740270614624023,local,
583,-1.0947259664535522,-1.0947265625,-1.094727,-1.104396,0.00966942310333252,local,
